"Dömjén";"0926,0927"
"Dömös";"0804,0927,1025"
"Dömötör";"0409,1008,1026"
"Döníz";"0515"
"Dudán"
"Dudar"
"Dukász";"0519"
"Dulcinea";"0513,0811"
"Dumáta";"0326,0409,0907"
"Dusán";"0326,0409,0907"
"Dusánka";"0326,0409,0907"
"Dzamilla";"0530"
"Dzsamila";"0530"
"Dzsenet";"0530"
"Dzsenifer";"0103,0122,0310"
"Dzsenna";"0103,0530"
"Dzsenni";"0103,0530"
"Dzsesszika";"0717"
"Dzsulietta";"0721"
"Dzsingiz"
"Dzsenifer";"0106"
"Ében";"0105,0310,0318,1013,1117,1201"
"Ébenézer"
"Ebes"
"Ecseg"
"Ecsellő"
"Ecsembő"
"Ecser"
"Écska"
"Éda";"1213"
"Edbert";"0312,0424"
"Edda";"1213"
"Ede";"0105,0310,0318,1013,1117,1201"
"Edekon"
"Édel"
"Edelény"
"Édelmár"
"Éden"
"Edentina";"0226"
"Edgár";"0708,0910,1013"
"Edina";"0226"
"Edit";"0916"
"Edizon"
"Edmond";"1116,1120"
"Edmunda";"1116,1120"
"Edna";"0226"
"Edő"
"Edömér";"0114,0224"
"Édua";"0310,0509,0623"
"Eduárd";"0318,1013"
"Edvárd";"0318,1013"
"Edvarda";"0318,1013"
"Edvin";"1004,1012"
"Edvina";"1004,1012"
"Effi";"0208"
"Efraim";"0128,0201,0609,0618"
"Egbert";"0312,0424"
"Egberta";"0424"
"Egmont";"0424"
"Egon";"0423,0424,0715,0901"
"Egyed";"0217,0313,0423,0901"
"Eija";"0219"
"Ékes"
"Ekese"
"Elbilge"
"Eldon"
"Eldvin"
"Eleazár"
"Elek";"0112,0211,0217,0717"
"Elektra";"0315,0526"
"Elemér";"0220,0228,0825,0828,1009"
"Elen";"0731,0813,0818"
"Elena";"0731,0813,0818"
"Eleni";"0731,0813,0818"
"Eleonóra";"0221,0709,0711,0712"
"Élesd"
"Életke";"1104"
"Elfrida";"0208,0802"
"Elga";"0608,0711,0911"
"Éli"
"Eliána";"0216,0720"
"Éliás";"0216,0720,0820"
"Eliél";"0216,0720,0820"
"Elígiusz";"1201"
"Elihu"
"Elin";"0731,0813,0818"
"Elina";"0721"
"Eliot";"0216,0720,0820"
"Eliz";"0506,0618"
"Eliza";"0219,0524"
"Elizabet";"0219"
"Elizeus";"0614"
"Elke";"0205,1216"
"Ella";"0210,0213,0324,0902"
"Ellák";"0105,0608,0708"
"Ellek"
"Elli";"0210,0213,0324,0902"
"Ellina";"0107,1104"
"Elma";"0504,0710"
"Elmár";"0529"
"Elmira";"0309,0528,0825"
"Elmó";"0729"
"Előd";"0609,0701,1022,1226"
"Elton";"0216,0720,0820"
